customer_id,touchpoint_id,first_conversion_timestamp,prior_purchase_count,customer_lifetime_value,conversion_flag,conversion_value,journey_converted,attribution_eligible,eligible_touchpoints
C005,TP1157,2024-03-31 18:02:00,7,3597.11,1,476.63,1,0,1
C005,TP1412,2024-03-31 18:02:00,8,4556.49,1,206.58,1,0,1
C006,TP1307,2024-03-03 15:50:00,7,1658.54,1,83.78,1,1,1
C006,TP461,2024-03-03 15:50:00,1,3103.67,0,0.0,1,0,1
C006,TP1017,2024-03-03 15:50:00,5,994.24,1,163.52,1,0,1
C006,TP1269,2024-03-03 15:50:00,3,2741.12,1,186.73,1,0,1
C007,TP2240,2024-05-06 04:02:00,8,2055.0,0,0.0,1,1,3
C007,TP1973,2024-05-06 04:02:00,1,311.89,0,0.0,1,1,3
C007,TP1737,2024-05-06 04:02:00,5,1670.09,1,267.44,1,1,3
C007,TP2329,2024-05-06 04:02:00,8,828.71,0,0.0,1,0,3
C007,TP2540,2024-05-06 04:02:00,0,528.27,1,189.31,1,0,3
C007,TP835,2024-05-06 04:02:00,3,3875.03,1,481.08,1,0,3
C007,TP1217,2024-05-06 04:02:00,5,1651.96,0,0.0,1,0,3
C008,TP947,2024-04-12 10:47:00,1,4171.98,0,0.0,1,1,2
C008,TP1698,2024-04-12 10:47:00,10,1713.76,1,114.4,1,1,2
C008,TP1194,2024-04-12 10:47:00,6,3076.42,0,0.0,1,0,2
C008,TP2409,2024-04-12 10:47:00,9,1553.03,1,75.28,1,0,2
C008,TP1139,2024-04-12 10:47:00,10,3221.87,0,0.0,1,0,2
C009,TP1791,2024-04-12 11:50:00,5,3716.22,0,0.0,1,1,2
C009,TP828,2024-04-12 11:50:00,0,4564.76,1,241.32,1,1,2
C009,TP2133,2024-04-12 11:50:00,9,2507.99,1,198.34,1,0,2
C009,TP2436,2024-04-12 11:50:00,7,2244.73,0,0.0,1,0,2
C009,TP368,2024-04-12 11:50:00,6,3284.13,1,249.41,1,0,2
C009,TP2174,2024-04-12 11:50:00,3,4532.25,1,326.11,1,0,2
C009,TP133,2024-04-12 11:50:00,8,486.18,0,0.0,1,0,2
C009,TP2521,2024-04-12 11:50:00,6,233.32,1,200.01,1,0,2
C010,TP984,2024-05-05 05:31:00,5,3764.48,0,0.0,1,1,3
C010,TP1357,2024-05-05 05:31:00,0,1521.37,0,0.0,1,1,3
C010,TP662,2024-05-05 05:31:00,2,1362.89,1,338.67,1,1,3
C010,TP1478,2024-05-05 05:31:00,2,367.39,0,0.0,1,0,3
C011,TP2461,2024-04-23 19:32:00,5,1324.56,0,0.0,1,1,2
C011,TP1865,2024-04-23 19:32:00,3,1612.96,1,352.77,1,1,2
C011,TP1756,2024-04-23 19:32:00,5,2788.44,0,0.0,1,0,2
C011,TP1514,2024-04-23 19:32:00,8,3198.93,0,0.0,1,0,2
C011,TP2099,2024-04-23 19:32:00,3,1053.83,0,0.0,1,0,2
C012,TP2558,2024-03-25 01:50:00,2,1244.83,1,286.88,1,1,1
C012,TP710,2024-03-25 01:50:00,1,643.53,0,0.0,1,0,1
C012,TP2396,2024-03-25 01:50:00,4,4983.11,0,0.0,1,0,1
C012,TP937,2024-03-25 01:50:00,3,173.66,1,208.29,1,0,1
C012,TP2560,2024-03-25 01:50:00,2,2351.84,0,0.0,1,0,1
C012,TP1920,2024-03-25 01:50:00,6,3709.11,1,236.7,1,0,1
C012,TP2307,2024-03-25 01:50:00,8,4062.59,1,309.09,1,0,1
C012,TP2263,2024-03-25 01:50:00,2,4283.71,1,185.64,1,0,1
C012,TP1933,2024-03-25 01:50:00,7,410.84,1,477.75,1,0,1
C012,TP1168,2024-03-25 01:50:00,10,3647.04,1,269.86,1,0,1
C013,TP522,2024-04-27 15:14:00,10,4521.11,0,0.0,1,1,2
C013,TP764,2024-04-27 15:14:00,0,4939.87,1,344.62,1,1,2
C013,TP2267,2024-04-27 15:14:00,1,4004.67,1,164.98,1,0,2
C013,TP1363,2024-04-27 15:14:00,2,4603.24,1,275.21,1,0,2
C013,TP207,2024-04-27 15:14:00,2,681.41,0,0.0,1,0,2
C013,TP1246,2024-04-27 15:14:00,5,1831.71,0,0.0,1,0,2
C014,TP1213,2024-03-30 20:48:00,0,2157.6,0,0.0,1,1,2
C014,TP1790,2024-03-30 20:48:00,2,2846.14,1,332.71,1,1,2
C014,TP067,2024-03-30 20:48:00,4,1093.66,1,220.34,1,0,2
C014,TP925,2024-03-30 20:48:00,3,491.37,0,0.0,1,0,2
C014,TP1428,2024-03-30 20:48:00,1,3390.91,0,0.0,1,0,2
C014,TP1993,2024-03-30 20:48:00,5,325.45,1,128.52,1,0,2
C014,TP1204,2024-03-30 20:48:00,4,3348.75,1,291.14,1,0,2
C014,TP2555,2024-03-30 20:48:00,9,1104.01,0,0.0,1,0,2
C015,TP2010,2024-03-20 14:55:00,1,3703.41,0,0.0,1,1,2
C015,TP2426,2024-03-20 14:55:00,5,462.24,1,434.88,1,1,2
C015,TP1458,2024-03-20 14:55:00,0,1695.0,1,390.4,1,0,2
C015,TP128,2024-03-20 14:55:00,1,4791.58,1,338.0,1,0,2
C015,TP2388,2024-03-20 14:55:00,7,2860.17,1,252.01,1,0,2
C015,TP185,2024-03-20 14:55:00,9,2413.68,1,221.73,1,0,2
C015,TP1229,2024-03-20 14:55:00,10,4333.64,1,290.36,1,0,2
C015,TP1493,2024-03-20 14:55:00,9,248.93,0,0.0,1,0,2
C016,TP678,2024-03-03 02:43:00,4,1499.81,1,169.46,1,1,1
C016,TP2020,2024-03-03 02:43:00,0,3675.03,1,280.96,1,0,1
C016,TP1961,2024-03-03 02:43:00,9,1487.47,0,0.0,1,0,1
C017,TP454,2024-03-02 06:14:00,0,3375.26,1,353.85,1,1,1
C017,TP1901,2024-03-02 06:14:00,1,4335.71,1,186.96,1,0,1
C017,TP2306,2024-03-02 06:14:00,9,3992.71,0,0.0,1,0,1
C017,TP2272,2024-03-02 06:14:00,4,636.67,0,0.0,1,0,1
C017,TP1927,2024-03-02 06:14:00,4,728.56,0,0.0,1,0,1
C017,TP1820,2024-03-02 06:14:00,9,2283.41,0,0.0,1,0,1
C017,TP1603,2024-03-02 06:14:00,10,1643.92,1,248.14,1,0,1
C018,TP1662,2024-03-26 14:45:00,10,4206.12,1,249.66,1,1,1
C018,TP485,2024-03-26 14:45:00,4,3325.17,1,352.26,1,0,1
C019,TP779,2024-03-19 23:44:00,4,393.87,1,88.16,1,1,1
C019,TP872,2024-03-19 23:44:00,9,1961.78,1,453.74,1,0,1
C019,TP1661,2024-03-19 23:44:00,6,1312.55,0,0.0,1,0,1
C020,TP1763,2024-05-09 19:34:00,0,2518.02,0,0.0,1,1,2
C020,TP2615,2024-05-09 19:34:00,6,2084.16,1,189.26,1,1,2
C020,TP2135,2024-05-09 19:34:00,6,4623.6,0,0.0,1,0,2
C020,TP919,2024-05-09 19:34:00,4,4646.18,0,0.0,1,0,2
C020,TP528,2024-05-09 19:34:00,5,1353.93,0,0.0,1,0,2
C020,TP1338,2024-05-09 19:34:00,2,4028.2,1,295.05,1,0,2
C021,TP2373,,10,647.21,0,0.0,0,0,0
C021,TP060,,0,4849.91,0,0.0,0,0,0
C021,TP008,,8,4432.41,0,0.0,0,0,0
C022,TP427,,4,4641.28,0,0.0,0,0,0
C022,TP2547,,4,2803.64,0,0.0,0,0,0
C022,TP1162,,7,1224.39,0,0.0,0,0,0
C022,TP035,,5,3937.75,0,0.0,0,0,0
C022,TP2313,,5,482.42,0,0.0,0,0,0
C022,TP2363,,8,1697.33,0,0.0,0,0,0
C023,TP1521,2024-04-14 22:55:00,9,3651.66,0,0.0,1,1,2
C023,TP1026,2024-04-14 22:55:00,5,864.81,1,342.56,1,1,2
C023,TP2248,2024-04-14 22:55:00,9,327.66,1,243.46,1,0,2
C023,TP660,2024-04-14 22:55:00,3,3951.11,0,0.0,1,0,2
C023,TP1434,2024-04-14 22:55:00,10,3659.66,0,0.0,1,0,2
C024,TP2420,,5,321.46,0,0.0,0,0,0
C024,TP2608,,8,1651.63,0,0.0,0,0,0
C025,TP1244,2024-04-04 15:14:00,6,3668.13,1,442.72,1,1,1
C025,TP1612,2024-04-04 15:14:00,5,2136.91,0,0.0,1,0,1
C025,TP801,2024-04-04 15:14:00,2,4808.78,0,0.0,1,0,1
C025,TP1908,2024-04-04 15:14:00,4,554.49,0,0.0,1,0,1
C025,TP2562,2024-04-04 15:14:00,6,113.04,0,0.0,1,0,1
C025,TP1593,2024-04-04 15:14:00,9,2936.15,0,0.0,1,0,1
C025,TP2177,2024-04-04 15:14:00,3,2055.56,0,0.0,1,0,1
C025,TP1948,2024-04-04 15:14:00,2,4452.72,0,0.0,1,0,1
C025,TP1248,2024-04-04 15:14:00,7,250.96,1,261.23,1,0,1
C026,TP517,2024-05-23 05:59:00,0,1987.29,0,0.0,1,1,3
C026,TP1957,2024-05-23 05:59:00,2,1594.21,0,0.0,1,1,3
C026,TP2341,2024-05-23 05:59:00,1,575.48,1,228.1,1,1,3
C026,TP1326,2024-05-23 05:59:00,2,3026.0,1,359.32,1,0,3
C026,TP1191,2024-05-23 05:59:00,6,4423.77,0,0.0,1,0,3
C027,TP2411,2024-03-28 08:12:00,9,4241.64,0,0.0,1,1,2
C027,TP2401,2024-03-28 08:12:00,6,552.97,1,117.93,1,1,2
C027,TP437,2024-03-28 08:12:00,5,3407.52,1,276.28,1,0,2
C027,TP1831,2024-03-28 08:12:00,6,113.52,1,288.88,1,0,2
C027,TP2365,2024-03-28 08:12:00,5,3013.21,1,377.32,1,0,2
C028,TP956,2024-05-02 17:16:00,7,4723.17,0,0.0,1,1,3
C028,TP152,2024-05-02 17:16:00,2,2991.04,0,0.0,1,1,3
C028,TP1206,2024-05-02 17:16:00,1,714.32,1,133.32,1,1,3
C028,TP1234,2024-05-02 17:16:00,7,3277.3,0,0.0,1,0,3
C028,TP221,2024-05-02 17:16:00,3,340.81,1,184.3,1,0,3
C029,TP1861,2024-04-17 09:40:00,4,2205.01,0,0.0,1,1,4
C029,TP2330,2024-04-17 09:40:00,2,3463.95,0,0.0,1,1,4
C029,TP2167,2024-04-17 09:40:00,8,3661.48,0,0.0,1,1,4
C029,TP2042,2024-04-17 09:40:00,8,1405.35,1,230.73,1,1,4
C029,TP1555,2024-04-17 09:40:00,1,639.65,1,292.36,1,0,4
C029,TP205,2024-04-17 09:40:00,5,4212.49,1,444.13,1,0,4
C029,TP846,2024-04-17 09:40:00,10,3479.3,0,0.0,1,0,4
C029,TP1805,2024-04-17 09:40:00,9,3033.14,1,90.56,1,0,4
C030,TP1103,2024-04-30 21:16:00,0,755.86,1,380.21,1,1,1
C031,TP2247,,8,1977.55,0,0.0,0,0,0
C031,TP1301,,8,385.75,0,0.0,0,0,0
C032,TP2460,2024-04-06 15:13:00,3,4135.04,1,454.61,1,1,1
C032,TP1652,2024-04-06 15:13:00,1,3999.74,1,94.3,1,0,1
C033,TP158,2024-04-06 11:08:00,2,2837.52,0,0.0,1,1,2
C033,TP2332,2024-04-06 11:08:00,8,2882.44,1,159.49,1,1,2
C033,TP420,2024-04-06 11:08:00,2,3831.1,1,183.52,1,0,2
C033,TP694,2024-04-06 11:08:00,8,3877.8,0,0.0,1,0,2
C034,TP2029,2024-05-26 18:17:00,7,3270.94,0,0.0,1,1,4
C034,TP1819,2024-05-26 18:17:00,9,3272.46,0,0.0,1,1,4
C034,TP1171,2024-05-26 18:17:00,1,3852.46,0,0.0,1,1,4
C034,TP1048,2024-05-26 18:17:00,8,3385.32,1,395.1,1,1,4
C034,TP1259,2024-05-26 18:17:00,0,4523.91,1,264.98,1,0,4
C034,TP1119,2024-05-26 18:17:00,5,2593.18,1,378.96,1,0,4
C035,TP169,2024-04-13 08:39:00,8,4339.34,1,229.73,1,1,1
C035,TP2593,2024-04-13 08:39:00,6,1723.01,1,219.52,1,0,1
C035,TP1394,2024-04-13 08:39:00,9,4967.11,1,171.28,1,0,1
C035,TP717,2024-04-13 08:39:00,2,2669.69,0,0.0,1,0,1
C035,TP974,2024-04-13 08:39:00,7,843.49,1,201.26,1,0,1
C035,TP451,2024-04-13 08:39:00,7,356.93,0,0.0,1,0,1
C035,TP081,2024-04-13 08:39:00,0,4140.51,0,0.0,1,0,1
C036,TP1747,2024-03-31 05:02:00,6,2466.31,0,0.0,1,1,2
C036,TP526,2024-03-31 05:02:00,8,2324.53,1,472.52,1,1,2
C036,TP1883,2024-03-31 05:02:00,10,2519.94,1,461.87,1,0,2
C036,TP1304,2024-03-31 05:02:00,4,4669.8,0,0.0,1,0,2
C036,TP751,2024-03-31 05:02:00,0,1118.39,1,326.98,1,0,2
C036,TP206,2024-03-31 05:02:00,5,3838.25,1,168.53,1,0,2
C037,TP2295,2024-03-17 01:12:00,3,3810.09,0,0.0,1,1,2
C037,TP366,2024-03-17 01:12:00,8,1168.83,1,465.47,1,1,2
C037,TP760,2024-03-17 01:12:00,4,4141.94,1,179.11,1,0,2
C037,TP2584,2024-03-17 01:12:00,4,2928.08,1,447.66,1,0,2
C037,TP465,2024-03-17 01:12:00,0,3719.68,1,450.63,1,0,2
C037,TP2193,2024-03-17 01:12:00,7,2562.07,0,0.0,1,0,2
C038,TP430,2024-06-13 01:58:00,6,3520.32,0,0.0,1,1,6
C038,TP1376,2024-06-13 01:58:00,9,4695.1,0,0.0,1,1,6
C038,TP2185,2024-06-13 01:58:00,8,666.86,0,0.0,1,1,6
C038,TP1467,2024-06-13 01:58:00,8,3554.8,0,0.0,1,1,6
C038,TP1518,2024-06-13 01:58:00,8,1686.78,0,0.0,1,1,6
C038,TP1346,2024-06-13 01:58:00,0,3304.92,1,188.43,1,1,6
C039,TP873,2024-03-04 00:42:00,0,3005.32,1,384.64,1,1,1
C039,TP2255,2024-03-04 00:42:00,5,2801.62,1,355.32,1,0,1
C039,TP654,2024-03-04 00:42:00,2,1258.83,1,197.72,1,0,1
C039,TP810,2024-03-04 00:42:00,8,2905.14,1,137.5,1,0,1
C039,TP1236,2024-03-04 00:42:00,0,2364.37,0,0.0,1,0,1
C039,TP513,2024-03-04 00:42:00,1,3479.12,1,366.59,1,0,1
C039,TP1448,2024-03-04 00:42:00,3,2952.62,0,0.0,1,0,1
C039,TP339,2024-03-04 00:42:00,7,467.17,1,243.97,1,0,1
C039,TP2040,2024-03-04 00:42:00,0,2836.48,1,77.37,1,0,1
C039,TP2351,2024-03-04 00:42:00,8,2157.81,0,0.0,1,0,1
C039,TP2009,2024-03-04 00:42:00,9,991.16,1,383.77,1,0,1
C039,TP1909,2024-03-04 00:42:00,6,3919.02,0,0.0,1,0,1
C039,TP1052,2024-03-04 00:42:00,8,3237.68,1,323.26,1,0,1
C040,TP2213,2024-03-10 02:57:00,6,1752.26,1,238.92,1,1,1
C040,TP2211,2024-03-10 02:57:00,4,3822.63,0,0.0,1,0,1
C040,TP1792,2024-03-10 02:57:00,6,498.17,1,456.53,1,0,1
C040,TP2176,2024-03-10 02:57:00,0,308.51,0,0.0,1,0,1
C040,TP2202,2024-03-10 02:57:00,7,4653.95,1,334.93,1,0,1
C040,TP1302,2024-03-10 02:57:00,10,1446.54,0,0.0,1,0,1
C041,TP126,2024-04-08 16:17:00,0,2026.16,0,0.0,1,1,2
C041,TP2527,2024-04-08 16:17:00,3,1635.13,1,113.64,1,1,2
C041,TP1817,2024-04-08 16:17:00,3,1236.62,1,292.73,1,0,2
C041,TP959,2024-04-08 16:17:00,4,1791.7,0,0.0,1,0,2
C041,TP2472,2024-04-08 16:17:00,5,2296.63,0,0.0,1,0,2
C041,TP151,2024-04-08 16:17:00,4,1470.15,1,344.95,1,0,2
C042,TP187,2024-04-02 06:39:00,6,3050.29,1,288.1,1,1,1
C042,TP1907,2024-04-02 06:39:00,2,3877.59,0,0.0,1,0,1
C042,TP1421,2024-04-02 06:39:00,2,3456.47,1,362.15,1,0,1
C042,TP813,2024-04-02 06:39:00,9,4334.29,1,363.36,1,0,1
C042,TP1815,2024-04-02 06:39:00,7,3136.2,0,0.0,1,0,1
C042,TP1266,2024-04-02 06:39:00,3,806.75,1,74.12,1,0,1
C042,TP1456,2024-04-02 06:39:00,9,3300.02,0,0.0,1,0,1
C043,TP706,2024-03-16 13:15:00,2,369.57,1,292.3,1,1,1
C043,TP1126,2024-03-16 13:15:00,4,3585.77,1,423.83,1,0,1
C044,TP1923,,1,2534.59,0,0.0,0,0,0
C044,TP223,,9,3581.42,0,0.0,0,0,0
C044,TP707,,10,3362.67,0,0.0,0,0,0
C044,TP098,,10,2456.31,0,0.0,0,0,0
C044,TP903,,8,3365.29,0,0.0,0,0,0
C045,TP216,2024-05-05 14:01:00,6,3559.66,0,0.0,1,1,3
C045,TP2231,2024-05-05 14:01:00,3,1588.88,0,0.0,1,1,3
C045,TP2243,2024-05-05 14:01:00,0,1494.16,1,172.93,1,1,3
C046,TP1850,2024-04-14 22:50:00,4,2018.94,1,437.06,1,1,1
C046,TP973,2024-04-14 22:50:00,8,2104.11,0,0.0,1,0,1
C046,TP2268,2024-04-14 22:50:00,3,3952.37,1,197.66,1,0,1
C046,TP459,2024-04-14 22:50:00,7,248.01,1,155.84,1,0,1
C046,TP1170,2024-04-14 22:50:00,9,3641.96,1,391.17,1,0,1
C046,TP2476,2024-04-14 22:50:00,7,1250.28,0,0.0,1,0,1
C046,TP2425,2024-04-14 22:50:00,10,1280.37,1,438.91,1,0,1
C047,TP922,2024-03-04 19:54:00,7,1384.89,1,237.1,1,1,1
C047,TP642,2024-03-04 19:54:00,8,926.3,1,417.46,1,0,1
C047,TP1958,2024-03-04 19:54:00,0,1088.84,1,318.72,1,0,1
C047,TP578,2024-03-04 19:54:00,4,4457.84,1,107.35,1,0,1
C047,TP1180,2024-03-04 19:54:00,5,2682.79,0,0.0,1,0,1
C047,TP1498,2024-03-04 19:54:00,6,1373.64,1,274.27,1,0,1
C047,TP2130,2024-03-04 19:54:00,0,442.17,1,302.71,1,0,1
C047,TP1341,2024-03-04 19:54:00,3,136.32,0,0.0,1,0,1
C048,TP1188,,5,2679.88,0,0.0,0,0,0
C048,TP159,,6,2757.06,0,0.0,0,0,0
C048,TP615,,2,3044.26,0,0.0,0,0,0
C049,TP039,2024-03-28 17:18:00,7,923.56,0,0.0,1,1,2
C049,TP1640,2024-03-28 17:18:00,10,4337.67,1,442.57,1,1,2
C049,TP1627,2024-03-28 17:18:00,9,2233.67,0,0.0,1,0,2
C049,TP453,2024-03-28 17:18:00,6,923.57,1,317.77,1,0,2
C050,TP2618,,3,872.93,0,0.0,0,0,0
C050,TP085,,0,3827.4,0,0.0,0,0,0
C050,TP2413,,6,4582.56,0,0.0,0,0,0
C051,TP1106,2024-03-02 23:49:00,9,4891.9,1,171.54,1,1,1
C051,TP1039,2024-03-02 23:49:00,6,3613.15,1,351.26,1,0,1
C051,TP051,2024-03-02 23:49:00,0,4482.82,0,0.0,1,0,1
C051,TP1154,2024-03-02 23:49:00,8,3693.46,1,365.53,1,0,1
C051,TP1713,2024-03-02 23:49:00,6,4547.4,0,0.0,1,0,1
C051,TP545,2024-03-02 23:49:00,7,4267.44,1,269.84,1,0,1
C051,TP433,2024-03-02 23:49:00,6,3068.64,1,386.59,1,0,1
C051,TP1554,2024-03-02 23:49:00,6,4094.52,0,0.0,1,0,1
C052,TP195,2024-06-20 06:27:00,6,4948.14,0,0.0,1,1,3
C052,TP2105,2024-06-20 06:27:00,10,4132.93,0,0.0,1,1,3
C052,TP793,2024-06-20 06:27:00,6,1730.18,1,60.99,1,1,3
C052,TP267,2024-06-20 06:27:00,9,4335.7,1,394.63,1,0,3
C053,TP291,2024-03-20 18:47:00,10,3523.75,1,342.45,1,1,1
C053,TP1771,2024-03-20 18:47:00,5,3225.88,0,0.0,1,0,1
C053,TP118,2024-03-20 18:47:00,4,1411.08,0,0.0,1,0,1
C053,TP071,2024-03-20 18:47:00,5,2304.4,1,423.23,1,0,1
C053,TP1028,2024-03-20 18:47:00,7,3398.81,1,401.55,1,0,1
C053,TP566,2024-03-20 18:47:00,3,830.3,0,0.0,1,0,1
C053,TP806,2024-03-20 18:47:00,4,3518.4,1,236.5,1,0,1
C053,TP1121,2024-03-20 18:47:00,9,2358.73,0,0.0,1,0,1
C054,TP377,2024-04-06 13:48:00,2,1754.16,0,0.0,1,1,2
C054,TP930,2024-04-06 13:48:00,4,2518.98,1,312.84,1,1,2
C054,TP090,2024-04-06 13:48:00,9,2676.53,0,0.0,1,0,2
C054,TP560,2024-04-06 13:48:00,2,3856.45,1,167.88,1,0,2
C054,TP282,2024-04-06 13:48:00,0,4770.84,1,240.41,1,0,2
C054,TP1708,2024-04-06 13:48:00,8,209.64,1,54.23,1,0,2
C054,TP1063,2024-04-06 13:48:00,7,4043.73,1,354.81,1,0,2
C054,TP489,2024-04-06 13:48:00,4,975.45,0,0.0,1,0,2
C054,TP2129,2024-04-06 13:48:00,8,3991.86,1,313.91,1,0,2
C055,TP1692,2024-06-18 04:57:00,10,1077.88,0,0.0,1,1,6
C055,TP1874,2024-06-18 04:57:00,10,1866.38,0,0.0,1,1,6
C055,TP2567,2024-06-18 04:57:00,6,2256.93,0,0.0,1,1,6
C055,TP1680,2024-06-18 04:57:00,4,4245.38,0,0.0,1,1,6
C055,TP1575,2024-06-18 04:57:00,3,480.79,0,0.0,1,1,6
C055,TP053,2024-06-18 04:57:00,10,2621.85,1,201.47,1,1,6
C056,TP2210,,10,2730.11,0,0.0,0,0,0
C056,TP1184,,8,2931.13,0,0.0,0,0,0
C056,TP1202,,6,1099.22,0,0.0,0,0,0
C057,TP1929,2024-03-05 18:20:00,9,873.42,1,64.72,1,1,1
C057,TP809,2024-03-05 18:20:00,5,4101.36,0,0.0,1,0,1
C058,TP490,2024-04-25 16:59:00,1,1724.26,0,0.0,1,1,3
C058,TP607,2024-04-25 16:59:00,9,225.83,0,0.0,1,1,3
C058,TP902,2024-04-25 16:59:00,9,3925.56,1,178.58,1,1,3
C058,TP553,2024-04-25 16:59:00,10,3461.78,1,174.51,1,0,3
C058,TP595,2024-04-25 16:59:00,5,4888.94,0,0.0,1,0,3
C058,TP881,2024-04-25 16:59:00,10,2961.4,0,0.0,1,0,3
C058,TP2385,2024-04-25 16:59:00,4,3497.73,0,0.0,1,0,3
C058,TP2339,2024-04-25 16:59:00,9,3192.13,0,0.0,1,0,3
C059,TP2107,2024-05-08 12:08:00,7,3551.9,0,0.0,1,1,3
C059,TP1953,2024-05-08 12:08:00,2,4749.88,0,0.0,1,1,3
C059,TP041,2024-05-08 12:08:00,3,3294.98,1,149.2,1,1,3
C059,TP1781,2024-05-08 12:08:00,6,4359.45,0,0.0,1,0,3
C059,TP2226,2024-05-08 12:08:00,0,4233.04,0,0.0,1,0,3
C059,TP2588,2024-05-08 12:08:00,3,1637.47,1,394.84,1,0,3
C059,TP2225,2024-05-08 12:08:00,6,4318.39,0,0.0,1,0,3
C060,TP567,2024-04-09 12:03:00,7,1922.58,1,54.35,1,1,1
C060,TP2403,2024-04-09 12:03:00,3,747.68,1,248.99,1,0,1
C060,TP1399,2024-04-09 12:03:00,0,707.49,1,390.32,1,0,1
C060,TP2292,2024-04-09 12:03:00,6,4437.79,0,0.0,1,0,1
C060,TP358,2024-04-09 12:03:00,4,3922.1,0,0.0,1,0,1
C061,TP1189,2024-03-21 00:58:00,1,2234.63,1,288.91,1,1,1
C061,TP1152,2024-03-21 00:58:00,8,4132.53,0,0.0,1,0,1
C061,TP1904,2024-03-21 00:58:00,1,2891.42,1,93.74,1,0,1
C061,TP2089,2024-03-21 00:58:00,1,2973.53,0,0.0,1,0,1
C061,TP2138,2024-03-21 00:58:00,5,2298.2,0,0.0,1,0,1
C062,TP2100,2024-03-07 07:15:00,0,2786.74,1,254.07,1,1,1
C062,TP2144,2024-03-07 07:15:00,0,1558.72,0,0.0,1,0,1
C062,TP772,2024-03-07 07:15:00,8,3702.95,1,408.21,1,0,1
C062,TP161,2024-03-07 07:15:00,2,2256.89,0,0.0,1,0,1
C062,TP1320,2024-03-07 07:15:00,10,925.49,0,0.0,1,0,1
C062,TP1417,2024-03-07 07:15:00,5,3565.09,1,351.56,1,0,1
C062,TP217,2024-03-07 07:15:00,10,4769.39,1,460.68,1,0,1
C063,TP1435,2024-03-21 05:42:00,7,1813.31,0,0.0,1,1,2
C063,TP1637,2024-03-21 05:42:00,0,2942.76,1,373.42,1,1,2
C063,TP548,2024-03-21 05:42:00,9,1138.95,0,0.0,1,0,2
C063,TP1620,2024-03-21 05:42:00,1,3335.6,1,486.14,1,0,2
C063,TP139,2024-03-21 05:42:00,10,533.75,0,0.0,1,0,2
C063,TP1002,2024-03-21 05:42:00,7,4623.71,0,0.0,1,0,2
C063,TP2111,2024-03-21 05:42:00,3,4729.49,0,0.0,1,0,2
C063,TP1591,2024-03-21 05:42:00,7,529.83,0,0.0,1,0,2
C063,TP191,2024-03-21 05:42:00,8,4969.59,0,0.0,1,0,2
C064,TP2447,2024-05-07 23:19:00,7,2003.28,1,252.38,1,1,1
C064,TP1851,2024-05-07 23:19:00,2,1040.59,1,375.9,1,0,1
C065,TP130,2024-04-07 22:20:00,8,2066.71,1,358.08,1,1,1
